,sentence
168,이에 따라 의류 폐기물을 업사이클링 방식으로 가공한 섬유패널로 책장 책상 등 친환경 가구를 제작해 작은도서관 건립에 사용하고 있다.
169,향후 롯데홈쇼핑은 업사이클링 자재를 작은도서관 등 사회공헌활동을 비롯해 사용처를 다양하게 확대할 예정이다.
170,이동규 롯데홈쇼핑 ESG실장은 “버려지는 현수막과 옷이 롯데홈쇼핑 작은도서관 사업의 일환으로 시민들을 위한 친환경 공간으로 다시 태어났다며 “앞으로도 업사이클링 자재를 활용한 친환경 활동을 지속적으로 확대하며 ESG경영을 통한 사회적 가치 실현에 앞장서 나갈 것이라고 말했다.
171,버려진 플라스틱을 재활용한 업사이클링 자재로 만들어진 ‘벨리곰’을 통해 공원을 찾는 시민들에게 환경 보호 동참 메시지도 전하고 있다.
172,롯데홈쇼핑은 임직원들의 자발적 참여를 통한 사내 친환경 활동을 전개하고 있다.
173,친환경 음식물 처리기를 도입해 방송 시연 등으로 발생되는 음식물 폐기물을 미생물 발효를 통해 처리해 폐기물 발생을 줄였다.
174,냉난방 온도 조절 및 친환경 LED 조명 도입 소등 시간 단축 등 사내 전기 사용도 절감했다.
175,또 임직원들도 다회용컵 사용 출퇴근시 계단 이용 등 자발적인 친환경 활동을 통해 ESG경영에 동참하고 있다.
176,인재-기술 중시 선친 계승…미래 위한 비전 곧 공개기회 될 수도…비메모리·바이오 등 대형 M&amp;A 임박뉴삼성 바탕은 사회적 책임 동행…무보수 경영 지속취약한 지배구조 개선+컨트롤타워 복원 등도 숙제이데일리 이준기 기자 “무거운 책임감을 느낍니다.
177,인재·기술 중시 경영으로 삼성을 초일류 기업으로 도약시킨 이건희 회장의 가치를 계승하되 초격차 확보를 위한 미래비전·경영전략 마련 사회적 책임 강화 등을 더해 ‘뉴 삼성’을 완성시키겠다는 게 이 회장의 복안이다.
178,이를 위해 삼성전자는 조만간 이재용발(發) 뉴삼성 비전을 공개할 것이란 관측이 우세하다.
179,“절박하다 “우리 앞에 놓인 현실은 엄중하고 시장은 냉혹하다는 취임사를 갈음해 내놓은 사내 게시판 글에서 묻어나듯 국가 간 패권경쟁 시대 개막과 심각한 경기침체 대외여건 악화 등 복합 위기에 대한 비장함을 넘어 이 회장의 고뇌까지 느껴진다.
180,초격차 기술로 주력인 메모리반도체의 아성을 확고히 해 미국 인텔 등 후발주자들과 격차를 벌리는 가운데 파운드리를 포함한 비메모리(시스템반도체) 분야에서도 TSMC를 따라잡아야 하는 절체절명의 시기라는 점에서 이 회장의 어깨는 그 어느 때보다 무겁다.
181,재계의 한 관계자는 “삼성은 그 어느 때보다 강력한 리더십이 절실했던 상황이라고 했다.
182,경제계는 일제히 “경영 안전성을 높이는 결정(대한상의) “기대되는 삼성전자의 활약을 기대한다(경총) 등의 환영입장을 냈다.
183,따라서 이 회장의 뉴삼성 시대에는 비메모리 분야는 물론 바이오 신재생에너지 통신장비 분야에 대한 대형 인수·합병(M&amp;A)을 비롯한 대규모 투자가 이어질 공산이 크다.
184,우리가 어떻게 대응하느냐에 따라 기회가 될 수 있다며 “지금은 더 과감하고 도전적으로 나서야 할 때라고 했다.
185,이를 위해 이 회장의 광범위한 글로벌 네트워크가 적극 동원될 것이라는 게 삼성 측의 설명이다.
186,준법경영의 상징인 삼성 준법경영위원회의 위상 강화 무노조 경영 폐기 및 화합·상생 사회공헌활동(CSR)의 방향성 재정립 등도 뒤따른 전망이다.
187,이 회장은 이날 기자들과 만난 자리에서 “제 어깨가 많이 무거워 졌다며 “국민에게 조금이라도 더 신뢰받고 사랑받는 기업을 만들어보겠다라고 소감을 밝혔다.
188,솔선수범하는 모습을 보이고자 이 회장은 앞으로도 ‘무보수’ 경영을 이어갈 방침이다.
189,삼성의 취약한 지배구조 개선 작업과 거대 삼성을 이끌 이 회장을 보좌할 새 컨트롤타워 복원도 남은 숙제들이다.
190,뉴삼성으로의 혁신이 발 빠르게 이뤄지려면 보다 슬림한 의사결정 조직이 필요하다는 얘기다.
191,(서울연합뉴스) 장하나 기자 이재용 삼성전자 신임 회장이 취임에 앞선 메시지로 인재와 기술 경영의 중요성을 거듭 강조하면서 뉴삼성 비전도 한층 구체화하는 모습이다.
192,이 같은 인재 경영 철학을 계승한 이재용 회장 역시 임직원과 회사가 함께 성장하는 조직을 만드는 데 관심을 가져왔다.
193,이 회장의 조직문화 혁신 의지에 따라 삼성전자는 올해부터 ▲ 직급 통폐합 등을 통한 수평적 조직문화 확산 ▲ 직급별 체류 연한 폐지를 통한 조기 승진 기회와 과감한 발탁 승진 확대 ▲ 평가제도 개선 등을 골자로 하는 인사제도를 시행하고 있다.
194,재계 관계자는 삼성의 새로운 인사제도 개편은 이재용 회장이 이끄는 뉴삼성 비전을 구체화하는 초석이 될 것이라고 말했다.
195,이 회장은 인공지능(AI) 분야 최고 석학인 승현준(세바스찬 승) 미국 프린스턴대학교 교수를 삼성전자 통합 연구조직인 삼성리서치 소장(사장)으로 영입하는 등 핵심 인재 영입에 적극 나서고 있다.
196,이 회장은 위기에도 흔들리지 않고 글로벌 시장을 선도할 수 있는 초격차 기술력 확보도 여러 차례 강조해왔다.
197,이재용 당시 전무는 제조업의 힘은 역시 현장이라며 기술 인력 후원은 회사가 잘 되는 것뿐만 아니라 국민이 모두 잘살도록 질 좋은 일자리를 만들고 젊은 세대를 체계적으로 육성해 사회에 나올 기회를 주는 것이라고 말하기도 했다.
198,당시 이 상무는 사내에 각종 기능대회 입상자 명단과 상패를 전시해놓은 것을 보고 깊은 인상을 받은 것으로 알려졌다.
199,이후 출장에서 돌아와 한국은 제조업을 기반으로 발전한 나라이고 삼성도 제조업을 통해 성장한 회사이나 기술 인력의 육성과 사회적인 관심은 약화하고 있는 것 같다며 삼성이 앞장서서 우수 기술 인력이 우대받고 존경받는 문화를 만들자고 제안한 것으로 전해졌다.
200,기사내용 요약연말 인사서 식품성장추진실장 선임…미주·유럽·아태 글로벌 사업 전략 담당유럽시장 공략은 경영능력 평가의 잣대…성공시 경영 승계 작업도 빨라질듯 서울뉴시스 이선호 CJ제일제당 경영리더의 모습(사진CJ제일제당 제공)서울뉴시스 김동현 기자 이재현 CJ그룹 회장의 장남 이선호 CJ제일제당 경영리더가 올 연말 정기 인사에서 글로벌 식품 사업을 이끄는 중책을 맡아 주목된다.
201,글로벌 리더십 성과를 증명할 경우 CJ그룹 경영 승계에 더 속도가 붙을 수 있다는 관측이 나온다.
202,그동안 성과를 내온 미주 지역은 물론 유럽·아태지역 등 글로벌 식품 사업 전반의 사업 전략을 담당한다.
203,이 경영리더는 지난해 미국 슈완스 법인과 CJ푸드 법인을 성공적으로 통합하는 등 미주 사업 대형화의 기반을 구축하고 식물성 식품 등 미래 성장 동력 확보 및 식품 사업의 구조적 경쟁력 강화에 기여했다는 평가다.
204,올해는 미주를 넘어 유럽·아태 지역을 대상으로 글로벌 전역의 식품 사업 성장을 위한 전략기획 신사업 투자(M&amp;A) 식물성 식품 등 미래 신성장동력 발굴 사내벤처·외부 스타트업 협업 등의 역할을 수행할 예정이다.
205,특히 유럽 시장은 이 경영리더의 리더십을 평가할 수 있는 중요한 지역이 될 수 있다.
206,독일과 베트남에서 생산한 제품을 영국을 거점으로 유럽 전역에 공급하고 추가적인 생산 기지를 마련 유럽 공략에 나선다는 계획이다.
207,지난해 연말 선보인 식물성 식품 전문 브랜드 플랜테이블은 유럽 시장을 공략하는 데 적극 활용될 수 있다.
208,플랜테이블 브랜드 출시 당시 이 경영리더는 CJ의 비건 사업을 주도하고 있다는 소문이 많았다.
209,이 경영리더는 플랜테이블을 앞세워 유럽 사업 강화를 추진하는 한편 기존 사업이 아닌 신사업을 주도할 것으로 보인다.
210,일부에선 이 경영리더가 지난해와 올해 미국 시장에서 의미 있는 성과를 거둔 만큼 유럽과 아태지역 공략을 통해 그룹 내 존재감을 한층 높일 수 있다는 전망이 높다.
211,업계 관계자는 미국 시장에서 성과를 바탕으로 유럽 시장 공략까지 성공할 경우 CJ그룹 경영 승계에 더욱 속도가 붙을 것이란 예상이 많다고 했다．
212,기사내용 요약산업안전보건공단 심사 거쳐 안전성 인증 세종뉴시스 김춘진 한국농수산식품유통공사(aT) 사장이 직원들과 사업장 안전점검을 실시하고 있다.
213,위험성평가 우수사업장 인정은 한국산업안전보건공단이 발급하는 인증 제도로 취득을 원하는 사업장은 위험성평가를 실시하고 인정 신청서를 공단에 제출해야 한다.
214,이후 공단이 위험성평가 인정기준에 따라 엄정한 심사를 거쳐 일정 수준 만족하면 인정서를 발부한다.
215,LX인터내셔널 관계자는 해상 운임 하락 전환 및 해운 물동량 감소에도 불구하고 자원 시황 및 환율 상승에 힘입어 트레이딩 이익이 증가했다며 생산량 및 수요처 향 공급량을 확대하는 등 자원 고시황기 수익 극대화 노력을 통해 견조한 실적을 거둘 수 있었다고 말했다.
216,니켈은 자산 확보를 통한 사업기반을 구축하고자 인도네시아 내 복수의 니켈 광산을 대상으로 투자를 검토 중이다.
217,현재는 시장 정보 및 거래선 확보 등을 위해 니켈 트레이딩을 우선 진행하고 있다.
218,미국 인플레이션 감축법(IRA) 영향으로 국내 니켈 정련 및 전구체 생산 비중 확대가 예상됨에 따라 이에 필요한 중간재 관련 사업기회를 모색 중이다.
219,신재생 발전 분야에선 국내는 바이오매스 해외는 인도네시아 수력 발전 중심으로 자산 투자를 확대해 ESG 기여 및 안정적 수익원 역할을 강화한다는 계획이다.
220,최근 국내 바이오매스 발전소를 운영하고 있는 포승그린파워 인수 절차를 마무리하고 경영권을 확보 친환경 발전사업을 본격화 했다.
221,또한 신사업 창출을 통해 LX그룹 성장에 기여하고자 친환경 첨단 소재 물류센터 개발과 운영 등 신규사업 및 투자 안건을 지속 발굴하고 적극적인 M&amp;A도 검토하고 있다.
222,회사 관계자는 현금 중심 경영을 강화하는 한편 사업 전반에 대한 선제적인 리스크 관리를 통해 위기대응 능력을 대폭 높일 것이라고 말했다.
223,도봉구 쌍리단길 상인들과 이야기를 나누고 있는 오언석 도봉구청장(가운데).
224,현장에서 해결 가능한 것은 즉시 처리하고 지원사업이 필요한 내용은 적합성을 검토한 뒤 신청 방법을 안내한다.
225,오언석 도봉구청장은 내년부터 권역별로 소상공인 매니저가 활발히 운영될 수 있도록 시범운영을 통해 사업의 완성도를 높이고 운영 노하우를 쌓을 수 있도록 집중할 계획이라고 말했다.
226,사진롯데지주롯데그룹이 중소 협력사 지원을 통해 브랜드 슬로건과 같이 내일을 이롭게하는 상생의 가치 실현에 나섰다.
227,자금 유동성 지원부터 ESG(환경·사회·지배구조) 경영 컨설팅 스타트업(새싹기업) 육성까지 다방면으로 지원에 힘쓰고 있다는 설명이다.
228,세부적으로는 동반성장펀드 조성 상생결제제도 운영 명절 파트너사 대금 조기 지급 등을 진행하고 있다.
229,상생결제제도는 대기업이 상환청구권이 없는 채권을 발행하면 모든 협력사들이 대기업 수준의 할인율을 적용 납품대금을 조기에 현금화할 수 있는 제도다.
230,또한 롯데는 매년 설과 추석 등 명절에 납품대금을 조기 지급하며 협력사의 자금 운용을 돕고있다.
231,롯데는 대중소기업 및 농어촌 상생협력기금을 출연 거래를 하지 않는 중소기업도 지원하고 있다고 소개했다.
